id,text_snippet,labels
602,"We like your product, but CompetitorY offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
603,"We like your product, but CompetitorX offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
604,"We like your product, but CompetitorY offers better remote monitoring. The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
605,"We like your product, but MediPlus offers better remote monitoring. I'm not sure if data pipeline solves our use case. We're still evaluating.","Competition, Objection"
606,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
607,"The remote monitoring looks great, but the subscription cost is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
608,"The AI engine looks great, but the subscription cost is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
609,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
610,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
611,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
612,"We like your product, but TechCorp offers better analytics. I'm not sure if remote monitoring solves our use case. We're still evaluating.",rand
613,"The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
614,"The data pipeline looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.",rand
615,"The remote monitoring looks great, but the budget is too high.",Pricing Discussion
616,"We like your product, but CompetitorZ offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
617,"We like your product, but CompetitorX offers better automation. The analytics looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
618,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
619,Is your solution data compliance? Our team is concerned about compliance.,rand
620,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
621,"We like your product, but CompetitorY offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Competition, Objection, Security"
622,"The data pipeline looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
623,"We like your product, but CompetitorZ offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
624,"We like your product, but CompetitorZ offers better AI engine.",Competition
625,"The automation looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
626,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
627,"We like your product, but CompetitorX offers better data pipeline. The AI engine looks great, but the discount is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
628,"We like your product, but CompetitorX offers better data pipeline.",Competition
629,"We like your product, but CompetitorZ offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
630,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
631,"The analytics looks great, but the discount is too high.",rand
632,"The automation looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.",rand
633,"The remote monitoring looks great, but the subscription cost is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
634,"We like your product, but CompetitorX offers better AI engine. The automation looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
635,"The automation looks great, but the pricing model is too high.",Pricing Discussion
636,"The automation looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.",rand
637,"We like your product, but CompetitorY offers better data pipeline. The analytics looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
638,"The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
639,"We like your product, but TechCorp offers better data pipeline.",Competition
640,"We like your product, but TechCorp offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
641,"We like your product, but CompetitorX offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
642,"The data pipeline looks great, but the pricing model is too high.",Pricing Discussion
643,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
644,"The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
645,I'm not sure if automation solves our use case. We're still evaluating.,Objection
646,"We like your product, but MediPlus offers better data pipeline. The data pipeline looks great, but the pricing model is too high.","Pricing Discussion, Competition"
647,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
648,"We like your product, but CompetitorX offers better analytics. The analytics looks great, but the pricing model is too high.",rand
649,Is your solution data compliance? Our team is concerned about compliance.,Security
650,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.,"Objection, Security"
651,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
652,"We like your product, but CompetitorY offers better analytics. Is your solution data compliance? Our team is concerned about compliance.",rand
653,"The automation looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
654,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,rand
655,I'm not sure if automation solves our use case. We're still evaluating.,Objection
656,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
657,"We like your product, but CompetitorZ offers better automation. The remote monitoring looks great, but the discount is too high.","Pricing Discussion, Competition"
658,"We like your product, but TechCorp offers better data pipeline. The AI engine looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
659,"We like your product, but CompetitorZ offers better automation. The automation looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
660,"We like your product, but MediPlus offers better remote monitoring. The analytics looks great, but the subscription cost is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
661,"The AI engine looks great, but the budget is too high.",Pricing Discussion
662,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
663,"We like your product, but CompetitorY offers better automation. The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
664,"The automation looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
665,"We like your product, but MediPlus offers better AI engine. The analytics looks great, but the pricing model is too high.","Pricing Discussion, Competition"
666,Is your solution privacy policy? Our team is concerned about compliance.,Security
667,"We like your product, but CompetitorZ offers better AI engine. The data pipeline looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
668,I'm not sure if automation solves our use case. We're still evaluating.,Objection
669,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
670,"We like your product, but MediPlus offers better remote monitoring. The automation looks great, but the discount is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
671,"We like your product, but CompetitorX offers better AI engine. The data pipeline looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
672,"We like your product, but TechCorp offers better AI engine. The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
673,"We like your product, but MediPlus offers better remote monitoring. The remote monitoring looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
674,Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
675,"The AI engine looks great, but the budget is too high.",Pricing Discussion
676,"We like your product, but CompetitorY offers better analytics. The data pipeline looks great, but the budget is too high.","Pricing Discussion, Competition"
677,"We like your product, but CompetitorX offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
678,"We like your product, but CompetitorZ offers better automation. I'm not sure if data pipeline solves our use case. We're still evaluating.","Competition, Objection"
679,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
680,"The remote monitoring looks great, but the budget is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
681,"We like your product, but MediPlus offers better remote monitoring. The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
682,"We like your product, but CompetitorY offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance.",rand
683,"The data pipeline looks great, but the pricing model is too high.",Pricing Discussion
684,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
685,"We like your product, but TechCorp offers better automation.",Competition
686,Is your solution encryption? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.,"Objection, Security"
687,"The automation looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
688,"We like your product, but CompetitorX offers better automation. The automation looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
689,Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
690,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
691,"We like your product, but MediPlus offers better data pipeline. The data pipeline looks great, but the pricing model is too high.","Pricing Discussion, Competition"
692,"We like your product, but TechCorp offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
693,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
694,"The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
695,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
696,"We like your product, but CompetitorY offers better automation. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
697,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
698,"We like your product, but MediPlus offers better analytics. The automation looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.",rand
699,Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.,"Objection, Security"
700,"We like your product, but CompetitorX offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
701,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
702,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the budget is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
703,I'm not sure if data pipeline solves our use case. We're still evaluating.,rand
704,"We like your product, but CompetitorX offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
705,"We like your product, but MediPlus offers better data pipeline. The AI engine looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.",rand
706,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
707,"We like your product, but MediPlus offers better automation. The remote monitoring looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
708,"The automation looks great, but the subscription cost is too high.",Pricing Discussion
709,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
710,"We like your product, but MediPlus offers better AI engine. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection"
711,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Security"
712,"We like your product, but MediPlus offers better remote monitoring.",Competition
713,I'm not sure if analytics solves our use case. We're still evaluating.,rand
714,"The AI engine looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
715,"We like your product, but MediPlus offers better AI engine.",Competition
716,I'm not sure if data pipeline solves our use case. We're still evaluating.,Objection
717,"The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
718,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
719,"We like your product, but CompetitorY offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
720,"We like your product, but CompetitorZ offers better analytics. The data pipeline looks great, but the discount is too high.","Pricing Discussion, Competition"
721,"We like your product, but TechCorp offers better analytics. The automation looks great, but the discount is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
722,"We like your product, but CompetitorX offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
723,Is your solution encryption? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
724,"We like your product, but CompetitorX offers better automation. The data pipeline looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
725,"The analytics looks great, but the pricing model is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
726,"The data pipeline looks great, but the discount is too high.",Pricing Discussion
727,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
728,"We like your product, but CompetitorX offers better analytics. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
729,"The AI engine looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
730,"We like your product, but CompetitorX offers better analytics. The remote monitoring looks great, but the pricing model is too high.","Pricing Discussion, Competition"
731,"We like your product, but CompetitorZ offers better automation. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
732,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Competition, Objection, Security"
733,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
734,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.",rand
735,"We like your product, but CompetitorZ offers better automation. The AI engine looks great, but the budget is too high.","Pricing Discussion, Competition"
736,"The data pipeline looks great, but the pricing model is too high.",Pricing Discussion
737,"We like your product, but MediPlus offers better analytics. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
738,"The remote monitoring looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
739,"The automation looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
740,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
741,"The data pipeline looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection"
742,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
743,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
744,"The analytics looks great, but the subscription cost is too high.",Pricing Discussion
745,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
746,"We like your product, but CompetitorY offers better data pipeline. I'm not sure if AI engine solves our use case. We're still evaluating.",rand
747,"We like your product, but CompetitorY offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
748,"We like your product, but CompetitorX offers better AI engine. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
749,"We like your product, but CompetitorX offers better automation. The remote monitoring looks great, but the subscription cost is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
750,"We like your product, but TechCorp offers better remote monitoring. The analytics looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
751,"We like your product, but MediPlus offers better automation. The remote monitoring looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
752,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
753,Is your solution privacy policy? Our team is concerned about compliance.,Security
754,"We like your product, but CompetitorZ offers better data pipeline. The remote monitoring looks great, but the discount is too high.","Pricing Discussion, Competition"
755,"The data pipeline looks great, but the budget is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
756,"The data pipeline looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
757,"We like your product, but CompetitorZ offers better data pipeline. The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.",rand
758,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.,"Objection, Security"
759,I'm not sure if automation solves our use case. We're still evaluating.,Objection
760,I'm not sure if automation solves our use case. We're still evaluating.,Objection
761,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
762,"We like your product, but CompetitorY offers better remote monitoring. The AI engine looks great, but the budget is too high. I'm not sure if analytics solves our use case. We're still evaluating.",rand
763,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if data pipeline solves our use case. We're still evaluating.,"Objection, Security"
764,"We like your product, but TechCorp offers better automation. The analytics looks great, but the discount is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
765,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Competition, Objection, Security"
766,"The AI engine looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
767,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the budget is too high. I'm not sure if analytics solves our use case. We're still evaluating.",rand
768,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
769,"We like your product, but CompetitorX offers better automation. Is your solution encryption? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection, Security"
770,"We like your product, but CompetitorY offers better data pipeline. The AI engine looks great, but the discount is too high.","Pricing Discussion, Competition"
771,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
772,"The AI engine looks great, but the discount is too high. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection"
773,"The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
774,"The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
775,"We like your product, but CompetitorY offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
776,"The analytics looks great, but the discount is too high.",Pricing Discussion
777,"We like your product, but MediPlus offers better AI engine. The AI engine looks great, but the budget is too high.",rand
778,"We like your product, but CompetitorX offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
779,"We like your product, but CompetitorY offers better data pipeline. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection"
780,Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.,"Objection, Security"
781,"The AI engine looks great, but the subscription cost is too high.",Pricing Discussion
782,"We like your product, but TechCorp offers better automation. I'm not sure if AI engine solves our use case. We're still evaluating.","Competition, Objection"
783,I'm not sure if AI engine solves our use case. We're still evaluating.,Objection
784,"We like your product, but TechCorp offers better remote monitoring. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
785,"We like your product, but CompetitorX offers better remote monitoring. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection"
786,"We like your product, but MediPlus offers better remote monitoring. I'm not sure if automation solves our use case. We're still evaluating.",rand
787,"The automation looks great, but the discount is too high. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Objection"
788,"The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
789,"We like your product, but CompetitorX offers better AI engine.",Competition
790,Is your solution privacy policy? Our team is concerned about compliance.,Security
791,Is your solution encryption? Our team is concerned about compliance.,rand
792,"We like your product, but MediPlus offers better remote monitoring. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
793,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
794,Is your solution encryption? Our team is concerned about compliance. I'm not sure if remote monitoring solves our use case. We're still evaluating.,"Objection, Security"
795,"We like your product, but MediPlus offers better analytics. The data pipeline looks great, but the pricing model is too high. I'm not sure if remote monitoring solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection"
796,"The remote monitoring looks great, but the discount is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection"
797,Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
798,"We like your product, but MediPlus offers better automation. The automation looks great, but the subscription cost is too high.",rand
799,Is your solution data compliance? Our team is concerned about compliance.,Security
800,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
801,"The AI engine looks great, but the discount is too high.",Pricing Discussion
802,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
803,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
804,"The automation looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.",rand
805,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
806,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Objection, Security"
807,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the subscription cost is too high.","Pricing Discussion, Competition"
808,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
809,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
810,I'm not sure if AI engine solves our use case. We're still evaluating.,rand
811,"We like your product, but CompetitorY offers better automation. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
812,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Pricing Discussion, Competition, Security"
813,"The automation looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.",rand
814,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
815,"We like your product, but CompetitorX offers better analytics. Is your solution encryption? Our team is concerned about compliance. I'm not sure if automation solves our use case. We're still evaluating.","Competition, Objection, Security"
816,"The AI engine looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.",rand
817,"We like your product, but CompetitorX offers better data pipeline. The AI engine looks great, but the pricing model is too high.","Pricing Discussion, Competition"
818,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
819,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I'm not sure if AI engine solves our use case. We're still evaluating.","Pricing Discussion, Competition, Objection, Security"
820,"The automation looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.",rand
821,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
822,"We like your product, but TechCorp offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
823,"We like your product, but TechCorp offers better data pipeline.",rand
824,I'm not sure if automation solves our use case. We're still evaluating.,Objection
825,"We like your product, but CompetitorZ offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
826,"The data pipeline looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance.","Pricing Discussion, Security"
827,"We like your product, but TechCorp offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
828,I'm not sure if remote monitoring solves our use case. We're still evaluating.,Objection
829,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
830,Is your solution privacy policy? Our team is concerned about compliance. I'm not sure if analytics solves our use case. We're still evaluating.,"Objection, Security"
831,Is your solution data compliance? Our team is concerned about compliance.,Security
832,"The AI engine looks great, but the discount is too high. I'm not sure if automation solves our use case. We're still evaluating.","Pricing Discussion, Objection"
833,I'm not sure if data pipeline solves our use case. We're still evaluating.,Objection
834,"We like your product, but CompetitorX offers better AI engine.",Competition
835,I'm not sure if analytics solves our use case. We're still evaluating.,Objection
836,"The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.",rand
837,"We like your product, but TechCorp offers better AI engine.",Competition
838,"The remote monitoring looks great, but the discount is too high.",rand
839,"The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Pricing Discussion, Security"
840,"We like your product, but CompetitorX offers better analytics.",Competition
841,"The automation looks great, but the budget is too high. I'm not sure if data pipeline solves our use case. We're still evaluating.","Pricing Discussion, Objection"
842,Is your solution encryption? Our team is concerned about compliance.,Security
843,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the discount is too high.","Pricing Discussion, Competition"
844,"We like your product, but CompetitorZ offers better automation. Is your solution encryption? Our team is concerned about compliance.",rand
