id,text_snippet,labels,preprocessed_text
502,"The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",ai engine look great pricing model high solution privacy policy team concerned compliance im sure data pipeline solves use case still evaluating
503,"We like your product, but TechCorp offers better remote monitoring. The AI engine looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product techcorp offer better remote monitoring ai engine look great pricing model high solution encryption team concerned compliance
504,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
505,"The automation looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",automation look great discount high im sure remote monitoring solves use case still evaluating
506,"We like your product, but CompetitorZ offers better AI engine. The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitorz offer better ai engine ai engine look great subscription cost high solution soc certified team concerned compliance im sure ai engine solves use case still evaluating
507,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the discount is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better ai engine remote monitoring look great discount high
508,"The remote monitoring looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great subscription cost high im sure remote monitoring solves use case still evaluating
509,"We like your product, but CompetitorY offers better automation. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product competitory offer better automation solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
510,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
511,"The AI engine looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",ai engine look great pricing model high im sure ai engine solves use case still evaluating
512,"We like your product, but CompetitorX offers better automation. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorx offer better automation solution encryption team concerned compliance
513,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
514,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
515,"We like your product, but CompetitorY offers better AI engine. The AI engine looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product competitory offer better ai engine ai engine look great pricing model high
516,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
517,"The remote monitoring looks great, but the pricing model is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great pricing model high im sure ai engine solves use case still evaluating
518,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
519,"We like your product, but CompetitorX offers better data pipeline.",['Competition'],like product competitorx offer better data pipeline
520,"The automation looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",automation look great discount high solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
521,"The automation looks great, but the budget is too high.",['Pricing Discussion'],automation look great budget high
522,"The automation looks great, but the discount is too high.",['Pricing Discussion'],automation look great discount high
523,"We like your product, but CompetitorZ offers better analytics. The remote monitoring looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorz offer better analytics remote monitoring look great budget high solution privacy policy team concerned compliance
524,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
525,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
526,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",ai engine look great discount high solution encryption team concerned compliance im sure ai engine solves use case still evaluating
527,"We like your product, but CompetitorZ offers better analytics. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorz offer better analytics solution encryption team concerned compliance
528,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
529,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
530,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure remote monitoring solves use case still evaluating
531,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure remote monitoring solves use case still evaluating
532,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
533,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
534,"We like your product, but CompetitorZ offers better data pipeline. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product competitorz offer better data pipeline solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
535,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
536,"We like your product, but CompetitorX offers better remote monitoring.",['Competition'],like product competitorx offer better remote monitoring
537,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure ai engine solves use case still evaluating
538,Is your solution privacy policy? Our team is concerned about compliance.,['Security'],solution privacy policy team concerned compliance
539,"The remote monitoring looks great, but the budget is too high.",['Pricing Discussion'],remote monitoring look great budget high
540,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorz offer better remote monitoring ai engine look great budget high im sure remote monitoring solves use case still evaluating
541,"We like your product, but CompetitorZ offers better automation.",['Competition'],like product competitorz offer better automation
542,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorz offer better automation solution soc certified team concerned compliance
543,"The data pipeline looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great pricing model high solution data compliance team concerned compliance
544,"We like your product, but CompetitorZ offers better automation. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorz offer better automation im sure ai engine solves use case still evaluating
545,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
546,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product competitorx offer better ai engine ai engine look great pricing model high solution soc certified team concerned compliance im sure remote monitoring solves use case still evaluating
547,"The AI engine looks great, but the budget is too high.",['Pricing Discussion'],ai engine look great budget high
548,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the budget is too high.","['Competition', 'Pricing Discussion']",like product competitorx offer better remote monitoring automation look great budget high
549,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure data pipeline solves use case still evaluating
550,"We like your product, but TechCorp offers better analytics. The AI engine looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product techcorp offer better analytics ai engine look great pricing model high
551,"The data pipeline looks great, but the budget is too high.",['Pricing Discussion'],data pipeline look great budget high
552,"We like your product, but CompetitorY offers better automation.",['Competition'],like product competitory offer better automation
553,"We like your product, but CompetitorZ offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorz offer better data pipeline solution data compliance team concerned compliance
554,"We like your product, but CompetitorZ offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product competitorz offer better analytics solution soc certified team concerned compliance
555,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
556,"We like your product, but CompetitorY offers better AI engine. The automation looks great, but the discount is too high.","['Competition', 'Pricing Discussion']",like product competitory offer better ai engine automation look great discount high
557,"The AI engine looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",ai engine look great discount high solution encryption team concerned compliance im sure analytics solves use case still evaluating
558,"We like your product, but TechCorp offers better data pipeline. The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline data pipeline look great pricing model high solution encryption team concerned compliance im sure data pipeline solves use case still evaluating
559,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure analytics solves use case still evaluating
560,"We like your product, but TechCorp offers better remote monitoring.",['Competition'],like product techcorp offer better remote monitoring
561,"We like your product, but MediPlus offers better analytics. The AI engine looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product mediplus offer better analytics ai engine look great budget high im sure ai engine solves use case still evaluating
562,"The automation looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",automation look great subscription cost high im sure analytics solves use case still evaluating
563,"The automation looks great, but the discount is too high.",['Pricing Discussion'],automation look great discount high
564,"The remote monitoring looks great, but the pricing model is too high.",['Pricing Discussion'],remote monitoring look great pricing model high
565,"The data pipeline looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great budget high im sure remote monitoring solves use case still evaluating
566,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
567,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
568,"We like your product, but TechCorp offers better remote monitoring.",['Competition'],like product techcorp offer better remote monitoring
569,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product techcorp offer better data pipeline analytics look great pricing model high solution privacy policy team concerned compliance
570,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
571,"We like your product, but TechCorp offers better remote monitoring. The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product techcorp offer better remote monitoring remote monitoring look great discount high solution encryption team concerned compliance im sure data pipeline solves use case still evaluating
572,"We like your product, but MediPlus offers better remote monitoring. The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product mediplus offer better remote monitoring analytics look great subscription cost high solution encryption team concerned compliance im sure data pipeline solves use case still evaluating
573,"The remote monitoring looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",remote monitoring look great subscription cost high solution soc certified team concerned compliance im sure automation solves use case still evaluating
574,"We like your product, but TechCorp offers better AI engine. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product techcorp offer better ai engine solution data compliance team concerned compliance
575,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product techcorp offer better automation solution data compliance team concerned compliance im sure data pipeline solves use case still evaluating
576,"We like your product, but CompetitorY offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product competitory offer better analytics solution privacy policy team concerned compliance im sure remote monitoring solves use case still evaluating
577,"The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",remote monitoring look great pricing model high solution data compliance team concerned compliance
578,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product mediplus offer better remote monitoring data pipeline look great subscription cost high
579,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
580,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
581,Is your solution SOC2 certified? Our team is concerned about compliance.,['Security'],solution soc certified team concerned compliance
582,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",analytics look great discount high solution data compliance team concerned compliance im sure automation solves use case still evaluating
583,"The AI engine looks great, but the discount is too high.",['Pricing Discussion'],ai engine look great discount high
584,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
585,"We like your product, but TechCorp offers better remote monitoring. The analytics looks great, but the pricing model is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product techcorp offer better remote monitoring analytics look great pricing model high im sure analytics solves use case still evaluating
586,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure remote monitoring solves use case still evaluating
587,"We like your product, but CompetitorY offers better AI engine.",['Competition'],like product competitory offer better ai engine
588,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
589,"We like your product, but CompetitorY offers better automation. The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitory offer better automation analytics look great subscription cost high solution encryption team concerned compliance
590,"The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",analytics look great pricing model high solution privacy policy team concerned compliance im sure automation solves use case still evaluating
591,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
592,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorx offer better remote monitoring analytics look great discount high im sure ai engine solves use case still evaluating
593,"The analytics looks great, but the subscription cost is too high.",['Pricing Discussion'],analytics look great subscription cost high
594,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great pricing model high im sure data pipeline solves use case still evaluating
595,"The data pipeline looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great budget high im sure data pipeline solves use case still evaluating
596,"We like your product, but MediPlus offers better analytics. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product mediplus offer better analytics im sure automation solves use case still evaluating
597,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorz offer better automation analytics look great subscription cost high im sure remote monitoring solves use case still evaluating
598,"We like your product, but CompetitorY offers better analytics. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better analytics im sure analytics solves use case still evaluating
599,"The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",ai engine look great budget high solution soc certified team concerned compliance
600,"We like your product, but MediPlus offers better analytics. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product mediplus offer better analytics im sure automation solves use case still evaluating
601,"We like your product, but MediPlus offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product mediplus offer better analytics solution data compliance team concerned compliance im sure remote monitoring solves use case still evaluating
602,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great pricing model high im sure data pipeline solves use case still evaluating
603,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
604,"The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",analytics look great discount high im sure ai engine solves use case still evaluating
605,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution privacy policy team concerned compliance im sure automation solves use case still evaluating
606,"The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",ai engine look great subscription cost high solution encryption team concerned compliance
607,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
608,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection', 'Pricing Discussion']",like product techcorp offer better data pipeline analytics look great discount high solution encryption team concerned compliance im sure data pipeline solves use case still evaluating
609,"The data pipeline looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","['Objection', 'Security', 'Pricing Discussion']",data pipeline look great discount high solution encryption team concerned compliance im sure automation solves use case still evaluating
610,"We like your product, but CompetitorZ offers better analytics. The remote monitoring looks great, but the budget is too high.","['Competition', 'Pricing Discussion']",like product competitorz offer better analytics remote monitoring look great budget high
611,"We like your product, but CompetitorZ offers better analytics.",['Competition'],like product competitorz offer better analytics
612,"The analytics looks great, but the discount is too high.",['Pricing Discussion'],analytics look great discount high
613,"We like your product, but CompetitorY offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product competitory offer better remote monitoring solution data compliance team concerned compliance im sure remote monitoring solves use case still evaluating
614,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure analytics solves use case still evaluating
615,"We like your product, but CompetitorY offers better automation.",['Competition'],like product competitory offer better automation
616,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorz offer better remote monitoring analytics look great discount high im sure data pipeline solves use case still evaluating
617,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure ai engine solves use case still evaluating
618,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
619,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorz offer better analytics ai engine look great subscription cost high im sure ai engine solves use case still evaluating
620,"We like your product, but CompetitorZ offers better AI engine. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorz offer better ai engine im sure data pipeline solves use case still evaluating
621,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitorx offer better ai engine ai engine look great budget high im sure automation solves use case still evaluating
622,"We like your product, but CompetitorZ offers better AI engine. The AI engine looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product competitorz offer better ai engine ai engine look great pricing model high
623,"The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",remote monitoring look great discount high im sure data pipeline solves use case still evaluating
624,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution encryption team concerned compliance im sure remote monitoring solves use case still evaluating
625,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product techcorp offer better automation ai engine look great budget high solution privacy policy team concerned compliance
626,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,['Objection'],im sure remote monitoring solves use case still evaluating
627,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitory offer better analytics automation look great subscription cost high solution soc certified team concerned compliance
628,"We like your product, but CompetitorY offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","['Competition', 'Security']",like product competitory offer better data pipeline solution data compliance team concerned compliance
629,"We like your product, but MediPlus offers better AI engine. The remote monitoring looks great, but the discount is too high.","['Competition', 'Pricing Discussion']",like product mediplus offer better ai engine remote monitoring look great discount high
630,"The data pipeline looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",data pipeline look great budget high im sure ai engine solves use case still evaluating
631,"We like your product, but MediPlus offers better data pipeline. The automation looks great, but the subscription cost is too high.","['Competition', 'Pricing Discussion']",like product mediplus offer better data pipeline automation look great subscription cost high
632,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great pricing model high solution encryption team concerned compliance
633,Is your solution encryption? Our team is concerned about compliance.,['Security'],solution encryption team concerned compliance
634,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product techcorp offer better ai engine remote monitoring look great pricing model high
635,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if AI engine solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitory offer better remote monitoring im sure ai engine solves use case still evaluating
636,"We like your product, but CompetitorX offers better analytics. The data pipeline looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorx offer better analytics data pipeline look great subscription cost high solution soc certified team concerned compliance
637,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
638,"The AI engine looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",ai engine look great subscription cost high im sure data pipeline solves use case still evaluating
639,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure automation solves use case still evaluating
640,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
641,"We like your product, but CompetitorZ offers better remote monitoring.",['Competition'],like product competitorz offer better remote monitoring
642,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","['Competition', 'Pricing Discussion']",like product techcorp offer better ai engine remote monitoring look great pricing model high
643,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
644,I’m not sure if data pipeline solves our use case. We’re still evaluating.,['Objection'],im sure data pipeline solves use case still evaluating
645,"We like your product, but CompetitorX offers better automation. I’m not sure if automation solves our use case. We’re still evaluating.","['Competition', 'Objection']",like product competitorx offer better automation im sure automation solves use case still evaluating
646,"The automation looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",automation look great discount high im sure remote monitoring solves use case still evaluating
647,"The AI engine looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",ai engine look great subscription cost high im sure analytics solves use case still evaluating
648,"We like your product, but CompetitorY offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","['Competition', 'Security']",like product competitory offer better analytics solution soc certified team concerned compliance
649,"The AI engine looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Objection', 'Pricing Discussion']",ai engine look great subscription cost high im sure remote monitoring solves use case still evaluating
650,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
651,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
652,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution data compliance team concerned compliance im sure data pipeline solves use case still evaluating
653,Is your solution encryption? Our team is concerned about compliance.,['Security'],solution encryption team concerned compliance
654,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
655,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","['Competition', 'Security', 'Pricing Discussion']",like product competitorx offer better automation ai engine look great pricing model high solution privacy policy team concerned compliance
656,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","['Competition', 'Objection', 'Pricing Discussion']",like product competitory offer better remote monitoring remote monitoring look great budget high im sure remote monitoring solves use case still evaluating
657,"The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","['Security', 'Pricing Discussion']",data pipeline look great subscription cost high solution encryption team concerned compliance
658,Is your solution data compliance? Our team is concerned about compliance.,['Security'],solution data compliance team concerned compliance
659,Is your solution privacy policy? Our team is concerned about compliance.,['Security'],solution privacy policy team concerned compliance
660,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","['Competition', 'Security', 'Objection']",like product mediplus offer better remote monitoring solution soc certified team concerned compliance im sure analytics solves use case still evaluating
661,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
662,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"['Objection', 'Security']",solution soc certified team concerned compliance im sure remote monitoring solves use case still evaluating
663,I’m not sure if AI engine solves our use case. We’re still evaluating.,['Objection'],im sure ai engine solves use case still evaluating
664,I’m not sure if automation solves our use case. We’re still evaluating.,['Objection'],im sure automation solves use case still evaluating
665,I’m not sure if analytics solves our use case. We’re still evaluating.,['Objection'],im sure analytics solves use case still evaluating
