id,text_snippet,labels
575,"We like your product, but TechCorp offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
576,"We like your product, but CompetitorY offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
577,"The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
578,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
579,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
580,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
581,Is your solution SOC2 certified? Our team is concerned about compliance.,Security
582,"The analytics looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
583,"The AI engine looks great, but the discount is too high.",Pricing Discussion
584,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
585,"We like your product, but TechCorp offers better remote monitoring. The analytics looks great, but the pricing model is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
586,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
587,"We like your product, but CompetitorY offers better AI engine.",Competition
588,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
589,"We like your product, but CompetitorY offers better automation. The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
590,"The analytics looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
591,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
592,"We like your product, but CompetitorX offers better remote monitoring. The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
593,"The analytics looks great, but the subscription cost is too high.",Pricing Discussion
594,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
595,"The data pipeline looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
596,"We like your product, but MediPlus offers better analytics. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
597,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
598,"We like your product, but CompetitorY offers better analytics. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
599,"The AI engine looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
600,"We like your product, but MediPlus offers better analytics. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
601,"We like your product, but MediPlus offers better analytics. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
602,"The analytics looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
603,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
604,"The analytics looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
605,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security"
606,"The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
607,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
608,"We like your product, but TechCorp offers better data pipeline. The analytics looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
609,"The data pipeline looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
610,"We like your product, but CompetitorZ offers better analytics. The remote monitoring looks great, but the budget is too high.","Competition, Pricing Discussion"
611,"We like your product, but CompetitorZ offers better analytics.",Competition
612,"The analytics looks great, but the discount is too high.",Pricing Discussion
613,"We like your product, but CompetitorY offers better remote monitoring. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
614,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
615,"We like your product, but CompetitorY offers better automation.",Competition
616,"We like your product, but CompetitorZ offers better remote monitoring. The analytics looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
617,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
618,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
619,"We like your product, but CompetitorZ offers better analytics. The AI engine looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
620,"We like your product, but CompetitorZ offers better AI engine. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
621,"We like your product, but CompetitorX offers better AI engine. The AI engine looks great, but the budget is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
622,"We like your product, but CompetitorZ offers better AI engine. The AI engine looks great, but the pricing model is too high.","Competition, Pricing Discussion"
623,"The remote monitoring looks great, but the discount is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
624,Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
625,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
626,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
627,"We like your product, but CompetitorY offers better analytics. The automation looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
628,"We like your product, but CompetitorY offers better data pipeline. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
629,"We like your product, but MediPlus offers better AI engine. The remote monitoring looks great, but the discount is too high.","Competition, Pricing Discussion"
630,"The data pipeline looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
631,"We like your product, but MediPlus offers better data pipeline. The automation looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
632,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
633,Is your solution encryption? Our team is concerned about compliance.,Security
634,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","Competition, Pricing Discussion"
635,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
636,"We like your product, but CompetitorX offers better analytics. The data pipeline looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
637,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
638,"The AI engine looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
639,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security"
640,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
641,"We like your product, but CompetitorZ offers better remote monitoring.",Competition
642,"We like your product, but TechCorp offers better AI engine. The remote monitoring looks great, but the pricing model is too high.","Competition, Pricing Discussion"
643,Is your solution data compliance? Our team is concerned about compliance.,Security
644,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
645,"We like your product, but CompetitorX offers better automation. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
646,"The automation looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
647,"The AI engine looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
648,"We like your product, but CompetitorY offers better analytics. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
649,"The AI engine looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
650,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
651,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
652,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
653,Is your solution encryption? Our team is concerned about compliance.,Security
654,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
655,"We like your product, but CompetitorX offers better automation. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
656,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
657,"The data pipeline looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
658,Is your solution data compliance? Our team is concerned about compliance.,Security
659,Is your solution privacy policy? Our team is concerned about compliance.,Security
660,"We like your product, but MediPlus offers better remote monitoring. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection"
661,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
662,Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
663,I’m not sure if AI engine solves our use case. We’re still evaluating.,Objection
664,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
665,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
666,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
667,"The remote monitoring looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
668,"We like your product, but CompetitorZ offers better AI engine. The remote monitoring looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
669,"The analytics looks great, but the discount is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
670,"We like your product, but CompetitorX offers better remote monitoring. The AI engine looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
671,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
672,"We like your product, but CompetitorX offers better data pipeline. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security"
673,Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
674,"The AI engine looks great, but the subscription cost is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
675,Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
676,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.,"Objection, Security"
677,"We like your product, but CompetitorZ offers better automation. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
678,I’m not sure if remote monitoring solves our use case. We’re still evaluating.,Objection
679,"We like your product, but CompetitorX offers better data pipeline.",Competition
680,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
681,"We like your product, but CompetitorZ offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
682,"We like your product, but CompetitorZ offers better remote monitoring.",Competition
683,"We like your product, but CompetitorX offers better AI engine. The remote monitoring looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
684,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
685,"The data pipeline looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
686,"We like your product, but MediPlus offers better remote monitoring. The data pipeline looks great, but the discount is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
687,"We like your product, but TechCorp offers better automation. The automation looks great, but the discount is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
688,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
689,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
690,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
691,"We like your product, but CompetitorZ offers better automation. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
692,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
693,"We like your product, but CompetitorX offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
694,"The data pipeline looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
695,"We like your product, but TechCorp offers better remote monitoring. The automation looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
696,"The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Security, Pricing Discussion"
697,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
698,"The automation looks great, but the budget is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
699,"We like your product, but CompetitorX offers better AI engine. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
700,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
701,"We like your product, but MediPlus offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
702,"We like your product, but CompetitorY offers better AI engine. The AI engine looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
703,"We like your product, but CompetitorX offers better automation.",Competition
704,"The AI engine looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
705,"We like your product, but CompetitorX offers better remote monitoring. The AI engine looks great, but the discount is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
706,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
707,Is your solution encryption? Our team is concerned about compliance.,Security
708,"The remote monitoring looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
709,"We like your product, but CompetitorY offers better AI engine. Is your solution encryption? Our team is concerned about compliance.","Competition, Security"
710,"We like your product, but TechCorp offers better remote monitoring. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
711,"We like your product, but CompetitorZ offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection"
712,"We like your product, but CompetitorY offers better AI engine. The data pipeline looks great, but the pricing model is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
713,"We like your product, but CompetitorY offers better analytics.",Competition
714,"We like your product, but MediPlus offers better remote monitoring.",Competition
715,"The data pipeline looks great, but the budget is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
716,"We like your product, but CompetitorZ offers better data pipeline. The data pipeline looks great, but the budget is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
717,"We like your product, but CompetitorY offers better automation. The automation looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
718,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.,"Objection, Security"
719,"We like your product, but MediPlus offers better remote monitoring. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
720,"We like your product, but CompetitorX offers better AI engine. The automation looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
721,"We like your product, but TechCorp offers better automation. The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
722,"The analytics looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
723,"The data pipeline looks great, but the subscription cost is too high. I’m not sure if analytics solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
724,"We like your product, but CompetitorZ offers better automation. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
725,"We like your product, but TechCorp offers better analytics. The analytics looks great, but the discount is too high.","Competition, Pricing Discussion"
726,"The remote monitoring looks great, but the discount is too high.",Pricing Discussion
727,"We like your product, but CompetitorY offers better AI engine. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection"
728,"We like your product, but CompetitorZ offers better analytics. The automation looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
729,"We like your product, but CompetitorY offers better remote monitoring. The AI engine looks great, but the discount is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
730,"The analytics looks great, but the subscription cost is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
731,"We like your product, but MediPlus offers better automation. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security"
732,"We like your product, but MediPlus offers better automation. The remote monitoring looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
733,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
734,"We like your product, but MediPlus offers better analytics. The remote monitoring looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
735,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security"
736,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
737,"We like your product, but TechCorp offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
738,"We like your product, but MediPlus offers better automation. Is your solution encryption? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
739,"We like your product, but MediPlus offers better AI engine. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
740,"We like your product, but TechCorp offers better automation. The remote monitoring looks great, but the subscription cost is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
741,"The AI engine looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance.","Security, Pricing Discussion"
742,"We like your product, but TechCorp offers better automation. The AI engine looks great, but the discount is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
743,"The data pipeline looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
744,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
745,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.,"Objection, Security"
746,Is your solution data compliance? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.,"Objection, Security"
747,"We like your product, but CompetitorY offers better automation. The remote monitoring looks great, but the subscription cost is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
748,"The remote monitoring looks great, but the discount is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
749,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
750,"We like your product, but CompetitorZ offers better data pipeline. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Objection"
751,"We like your product, but TechCorp offers better AI engine. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
752,"We like your product, but CompetitorY offers better data pipeline. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
753,"The AI engine looks great, but the pricing model is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
754,"We like your product, but TechCorp offers better data pipeline. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection"
755,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the subscription cost is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
756,"We like your product, but CompetitorY offers better automation. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
757,Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.,"Objection, Security"
758,"We like your product, but CompetitorY offers better AI engine. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Objection"
759,Is your solution privacy policy? Our team is concerned about compliance.,Security
760,"The data pipeline looks great, but the budget is too high.",Pricing Discussion
761,"We like your product, but MediPlus offers better automation.",Competition
762,"The AI engine looks great, but the pricing model is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
763,I’m not sure if analytics solves our use case. We’re still evaluating.,Objection
764,"We like your product, but CompetitorZ offers better remote monitoring. The AI engine looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
765,"We like your product, but TechCorp offers better AI engine. I’m not sure if analytics solves our use case. We’re still evaluating.","Competition, Objection"
766,"The AI engine looks great, but the subscription cost is too high. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
767,"The AI engine looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
768,"We like your product, but TechCorp offers better remote monitoring. The remote monitoring looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
769,"The analytics looks great, but the pricing model is too high. I’m not sure if automation solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
770,"The remote monitoring looks great, but the pricing model is too high. Is your solution encryption? Our team is concerned about compliance. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
771,"We like your product, but CompetitorY offers better remote monitoring. The analytics looks great, but the pricing model is too high.","Competition, Pricing Discussion"
772,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
773,"The AI engine looks great, but the budget is too high. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
774,"We like your product, but CompetitorY offers better analytics. The data pipeline looks great, but the budget is too high. Is your solution encryption? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
775,Is your solution encryption? Our team is concerned about compliance.,Security
776,"We like your product, but CompetitorZ offers better remote monitoring. The automation looks great, but the subscription cost is too high.","Competition, Pricing Discussion"
777,"We like your product, but MediPlus offers better AI engine. Is your solution privacy policy? Our team is concerned about compliance.","Competition, Security"
778,"The data pipeline looks great, but the subscription cost is too high.",Pricing Discussion
779,"We like your product, but CompetitorZ offers better automation. The analytics looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection, Pricing Discussion"
780,"The remote monitoring looks great, but the pricing model is too high. Is your solution privacy policy? Our team is concerned about compliance.","Security, Pricing Discussion"
781,"The remote monitoring looks great, but the pricing model is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
782,"The remote monitoring looks great, but the discount is too high.",Pricing Discussion
783,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
784,I’m not sure if data pipeline solves our use case. We’re still evaluating.,Objection
785,"The analytics looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Objection, Security, Pricing Discussion"
786,"We like your product, but CompetitorY offers better remote monitoring. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection"
787,"We like your product, but TechCorp offers better analytics. Is your solution privacy policy? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
788,"We like your product, but CompetitorY offers better AI engine. Is your solution encryption? Our team is concerned about compliance. I’m not sure if AI engine solves our use case. We’re still evaluating.","Competition, Security, Objection"
789,"The AI engine looks great, but the subscription cost is too high.",Pricing Discussion
790,I’m not sure if automation solves our use case. We’re still evaluating.,Objection
791,"We like your product, but CompetitorY offers better remote monitoring. The remote monitoring looks great, but the discount is too high.","Competition, Pricing Discussion"
792,"We like your product, but CompetitorZ offers better analytics.",Competition
793,"We like your product, but CompetitorY offers better automation. Is your solution data compliance? Our team is concerned about compliance. I’m not sure if data pipeline solves our use case. We’re still evaluating.","Competition, Security, Objection"
794,"We like your product, but CompetitorX offers better automation. I’m not sure if automation solves our use case. We’re still evaluating.","Competition, Objection"
795,"We like your product, but CompetitorZ offers better analytics. The automation looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
796,"The remote monitoring looks great, but the discount is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Objection, Pricing Discussion"
797,"The remote monitoring looks great, but the subscription cost is too high. Is your solution SOC2 certified? Our team is concerned about compliance.","Security, Pricing Discussion"
798,"We like your product, but MediPlus offers better AI engine. The AI engine looks great, but the pricing model is too high.","Competition, Pricing Discussion"
799,"We like your product, but CompetitorX offers better remote monitoring. The automation looks great, but the budget is too high. I’m not sure if remote monitoring solves our use case. We’re still evaluating.","Competition, Objection, Pricing Discussion"
800,"We like your product, but CompetitorX offers better AI engine. The analytics looks great, but the budget is too high. Is your solution data compliance? Our team is concerned about compliance.","Competition, Security, Pricing Discussion"
801,"We like your product, but MediPlus offers better remote monitoring. The remote monitoring looks great, but the budget is too high.","Competition, Pricing Discussion"
